-0.1,0
33.7,1
49.3,2
61.1,3
71.25,4
81.15,5
89.85,6
99.05,7
107.85,8
115.75,9
125.95,10
-22.2,-1
-35.4,-2
-54.6,-3
-60.15,-4
-69.7,-5
-74.9,-6
-83.2,-7
-91.9,-8
-107.4,-9
-114.1,-10
