2.84,0
40.12,6
54.08,12
62.68,18
76.04,24
89.48,30
99.56,36
112.68,42
121.96,48
133.16,54
142.44,60
-47.16,-6
-66.52,-12
-78.44,-18
-89.16,-24
-106.24,-30
-117.24,-36
-126.92,-42
-137.08,-48
-148.52,-54
-158.04,-60
